注文番号,販売日,店舗,商品コード,商品名,カテゴリ,カラー,サイズ,定価,販売価格,数量,売上金額,値引額,値引率,販売チャネル
ORD-202609-01599,2026/09/11,EC,BG-003,2WAY BAG,BAG,NAVY,M,1800,1800,2,3600,0,0.0,オンライン
ORD-202609-01615,2026/09/11,表参道店,JK-002,SHELL JACKET,JACKET,WHITE,L,3000,3000,1,3000,0,0.0,店舗
ORD-202609-01617,2026/09/11,新宿店,TP-001,BASIC TEE,TOPS,NAVY,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01671,2026/09/11,表参道店,KN-001,WOOL KNIT,KNIT,BLACK,XL,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01685,2026/09/11,大阪店,JK-001,TECH JACKET,JACKET,NAVY,L,4500,3820,1,3820,680,0.15,店舗
ORD-202609-01740,2026/09/11,大阪店,KN-002,CABLE KNIT,KNIT,BLACK,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-01753,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,BEIGE,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01754,2026/09/11,新宿店,TP-002,OX SHIRT,TOPS,BLACK,L,900,900,1,900,0,0.0,店舗
ORD-202609-01762,2026/09/11,EC,KN-001,WOOL KNIT,KNIT,GRAY,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01824,2026/09/11,新宿店,OT-002,CHESTER COAT,OUTER,WHITE,XL,6700,5020,2,10040,3360,0.25,店舗
ORD-202609-01849,2026/09/11,EC,TP-002,OX SHIRT,TOPS,BLACK,M,900,900,2,1800,0,0.0,オンライン
ORD-202609-01850,2026/09/11,大阪店,AC-001,WOOL CAP,ACCESSORY,GRAY,XL,500,500,2,1000,0,0.0,店舗
ORD-202609-01928,2026/09/11,新宿店,TP-003,BAND COLLAR SHIRT,TOPS,WHITE,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01952,2026/09/11,EC,KN-003,CREW KNIT,KNIT,BLACK,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-01974,2026/09/11,表参道店,AC-001,WOOL CAP,ACCESSORY,BEIGE,XL,500,500,1,500,0,0.0,店舗
ORD-202609-02011,2026/09/11,新宿店,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,2,9000,0,0.0,店舗
ORD-202609-02056,2026/09/11,新宿店,JK-001,TECH JACKET,JACKET,NAVY,L,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02124,2026/09/11,新宿店,PT-001,SLIM PANTS,PANTS,GRAY,M,1800,1260,1,1260,540,0.3,店舗
ORD-202609-02133,2026/09/11,新宿店,BG-002,SHOULDER BAG,BAG,WHITE,S,3300,3300,1,3300,0,0.0,店舗
ORD-202609-02167,2026/09/11,表参道店,TP-001,BASIC TEE,TOPS,GRAY,XL,1400,1400,2,2800,0,0.0,店舗
ORD-202609-02191,2026/09/11,EC,SH-001,LOW SNEAKER,SHOES,BLACK,S,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02195,2026/09/11,新宿店,AC-001,WOOL CAP,ACCESSORY,WHITE,M,500,500,1,500,0,0.0,店舗
ORD-202609-02257,2026/09/11,EC,OT-003,MOD COAT,OUTER,WHITE,S,5200,5200,1,5200,0,0.0,オンライン
ORD-202609-02266,2026/09/11,EC,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-02325,2026/09/11,表参道店,BG-002,SHOULDER BAG,BAG,GRAY,L,3300,2800,2,5600,1000,0.15,店舗
ORD-202609-02344,2026/09/11,表参道店,BG-001,TOTE BAG,BAG,BLACK,L,1800,1350,1,1350,450,0.25,店舗
ORD-202609-02355,2026/09/11,新宿店,PT-002,WIDE PANTS,PANTS,KHAKI,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02407,2026/09/11,新宿店,TP-003,BAND COLLAR SHIRT,TOPS,NAVY,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02429,2026/09/11,新宿店,KN-005,COTTON KNIT,KNIT,NAVY,S,2500,1750,1,1750,750,0.3,店舗
ORD-202609-02619,2026/09/11,大阪店,PT-001,SLIM PANTS,PANTS,BLACK,S,1800,1620,1,1620,180,0.1,店舗
ORD-202609-02638,2026/09/11,大阪店,KN-002,CABLE KNIT,KNIT,WHITE,L,2000,2000,2,4000,0,0.0,店舗
ORD-202609-02677,2026/09/11,新宿店,JK-001,TECH JACKET,JACKET,GRAY,M,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02704,2026/09/11,大阪店,AC-001,WOOL CAP,ACCESSORY,BEIGE,M,500,380,1,380,120,0.25,店舗
ORD-202609-02709,2026/09/11,新宿店,KN-002,CABLE KNIT,KNIT,BLACK,S,2000,2000,1,2000,0,0.0,店舗
ORD-202609-02710,2026/09/11,EC,OT-001,WOOL COAT,OUTER,BEIGE,L,6200,4960,1,4960,1240,0.2,オンライン
ORD-202609-02765,2026/09/11,EC,PT-003,TAPERED PANTS,PANTS,GRAY,L,2800,2380,1,2380,420,0.15,オンライン
ORD-202609-02797,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,BLACK,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02800,2026/09/11,新宿店,AC-001,WOOL CAP,ACCESSORY,BEIGE,M,500,500,2,1000,0,0.0,店舗
ORD-202609-02815,2026/09/11,大阪店,PT-001,SLIM PANTS,PANTS,BLACK,L,1800,1800,2,3600,0,0.0,店舗
ORD-202609-02841,2026/09/11,EC,SH-001,LOW SNEAKER,SHOES,NAVY,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02851,2026/09/11,新宿店,OT-003,MOD COAT,OUTER,NAVY,M,5200,5200,1,5200,0,0.0,店舗
ORD-202609-02937,2026/09/11,大阪店,TP-001,BASIC TEE,TOPS,NAVY,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02954,2026/09/11,EC,BG-001,TOTE BAG,BAG,GRAY,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02956,2026/09/11,EC,KN-002,CABLE KNIT,KNIT,BLACK,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-02990,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,WHITE,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00061,2026/09/12,表参道店,OT-003,MOD COAT,OUTER,WHITE,XL,5200,5200,1,5200,0,0.0,店舗
ORD-202609-00066,2026/09/12,EC,BG-001,TOTE BAG,BAG,GRAY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00092,2026/09/12,EC,SH-003,CHUKKA BOOTS,SHOES,KHAKI,M,3900,3900,1,3900,0,0.0,オンライン
ORD-202609-00118,2026/09/12,EC,KN-001,WOOL KNIT,KNIT,BLACK,M,2500,2500,2,5000,0,0.0,オンライン
ORD-202609-00121,2026/09/12,表参道店,PT-003,TAPERED PANTS,PANTS,BLACK,L,2800,1960,2,3920,1680,0.3,店舗
ORD-202609-00124,2026/09/12,EC,OT-001,WOOL COAT,OUTER,GRAY,M,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-00148,2026/09/12,EC,BG-001,TOTE BAG,BAG,GRAY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00156,2026/09/12,新宿店,JK-001,TECH JACKET,JACKET,BLACK,XL,4500,4500,2,9000,0,0.0,店舗
ORD-202609-00207,2026/09/12,大阪店,SH-003,CHUKKA BOOTS,SHOES,NAVY,M,3900,3900,1,3900,0,0.0,店舗
ORD-202609-00238,2026/09/12,表参道店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,5270,1,5270,930,0.15,店舗
ORD-202609-00269,2026/09/12,大阪店,PT-001,SLIM PANTS,PANTS,WHITE,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00343,2026/09/12,大阪店,BG-001,TOTE BAG,BAG,KHAKI,XL,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00370,2026/09/12,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,XL,500,500,1,500,0,0.0,オンライン
ORD-202609-00375,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,NAVY,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00377,2026/09/12,大阪店,SH-001,LOW SNEAKER,SHOES,BLACK,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00403,2026/09/12,表参道店,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,1,4500,0,0.0,店舗
ORD-202609-00449,2026/09/12,新宿店,BG-001,TOTE BAG,BAG,WHITE,XL,1800,1620,2,3240,360,0.1,店舗
ORD-202609-00482,2026/09/12,表参道店,SH-001,LOW SNEAKER,SHOES,KHAKI,S,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00529,2026/09/12,EC,OT-003,MOD COAT,OUTER,GRAY,L,5200,5200,2,10400,0,0.0,オンライン
ORD-202609-00576,2026/09/12,EC,SH-003,CHUKKA BOOTS,SHOES,GRAY,M,3900,3900,1,3900,0,0.0,オンライン
ORD-202609-00589,2026/09/12,大阪店,OT-001,WOOL COAT,OUTER,BEIGE,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00593,2026/09/12,新宿店,SH-001,LOW SNEAKER,SHOES,BLACK,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00594,2026/09/12,大阪店,TP-001,BASIC TEE,TOPS,KHAKI,L,1400,1400,2,2800,0,0.0,店舗
ORD-202609-00604,2026/09/12,EC,KN-004,MOCK NECK KNIT,KNIT,BLACK,S,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-00640,2026/09/12,大阪店,SH-001,LOW SNEAKER,SHOES,GRAY,L,2400,2040,1,2040,360,0.15,店舗
ORD-202609-00650,2026/09/12,EC,PT-002,WIDE PANTS,PANTS,GRAY,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00676,2026/09/12,表参道店,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,500,2,1000,0,0.0,店舗
ORD-202609-00703,2026/09/12,大阪店,KN-002,CABLE KNIT,KNIT,BLACK,L,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00715,2026/09/12,新宿店,OT-002,CHESTER COAT,OUTER,KHAKI,S,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00745,2026/09/12,新宿店,KN-003,CREW KNIT,KNIT,BLACK,XL,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00751,2026/09/12,EC,BG-001,TOTE BAG,BAG,NAVY,L,1800,1800,2,3600,0,0.0,オンライン
ORD-202609-00833,2026/09/12,大阪店,KN-001,WOOL KNIT,KNIT,GRAY,XL,2500,2120,1,2120,380,0.15,店舗
ORD-202609-00835,2026/09/12,新宿店,KN-001,WOOL KNIT,KNIT,GRAY,M,2500,1750,1,1750,750,0.3,店舗
ORD-202609-00841,2026/09/12,EC,KN-003,CREW KNIT,KNIT,NAVY,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-00843,2026/09/12,表参道店,OT-001,WOOL COAT,OUTER,BLACK,XL,6200,6200,2,12400,0,0.0,店舗
ORD-202609-00862,2026/09/12,新宿店,KN-001,WOOL KNIT,KNIT,GRAY,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-00863,2026/09/12,大阪店,OT-003,MOD COAT,OUTER,WHITE,L,5200,5200,1,5200,0,0.0,店舗
ORD-202609-00874,2026/09/12,新宿店,PT-001,SLIM PANTS,PANTS,NAVY,L,1800,1800,2,3600,0,0.0,店舗
ORD-202609-00890,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,GRAY,XL,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00895,2026/09/12,新宿店,KN-003,CREW KNIT,KNIT,BLACK,XL,2000,1600,1,1600,400,0.2,店舗
ORD-202609-00913,2026/09/12,EC,KN-003,CREW KNIT,KNIT,GRAY,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-00934,2026/09/12,EC,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,420,1,420,80,0.15,オンライン
ORD-202609-00937,2026/09/12,表参道店,AC-001,WOOL CAP,ACCESSORY,GRAY,M,500,500,3,1500,0,0.0,店舗
ORD-202609-00964,2026/09/12,表参道店,PT-001,SLIM PANTS,PANTS,NAVY,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00999,2026/09/12,EC,OT-001,WOOL COAT,OUTER,NAVY,S,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-01051,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,GRAY,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-01052,2026/09/12,表参道店,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,450,1,450,50,0.1,店舗
ORD-202609-01105,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,KHAKI,L,2400,2400,3,7200,0,0.0,オンライン
ORD-202609-01112,2026/09/12,EC,OT-001,WOOL COAT,OUTER,NAVY,M,6200,4650,1,4650,1550,0.25,オンライン
ORD-202609-01126,2026/09/12,EC,BG-003,2WAY BAG,BAG,NAVY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01134,2026/09/12,大阪店,AC-004,KNIT MUFFLER,ACCESSORY,WHITE,XL,1000,1000,2,2000,0,0.0,店舗
ORD-202609-01176,2026/09/12,大阪店,TP-003,BAND COLLAR SHIRT,TOPS,BEIGE,S,1400,1400,2,2800,0,0.0,店舗
ORD-202609-01218,2026/09/12,新宿店,AC-001,WOOL CAP,ACCESSORY,KHAKI,XL,500,500,1,500,0,0.0,店舗
ORD-202609-01250,2026/09/12,新宿店,TP-001,BASIC TEE,TOPS,WHITE,XL,1400,1260,2,2520,280,0.1,店舗
ORD-202609-01261,2026/09/12,大阪店,TP-001,BASIC TEE,TOPS,NAVY,XL,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01286,2026/09/12,新宿店,TP-005,LINEN SHIRT,TOPS,BLACK,S,1400,1190,1,1190,210,0.15,店舗
ORD-202609-01289,2026/09/12,表参道店,SH-003,CHUKKA BOOTS,SHOES,BEIGE,XL,3900,3510,1,3510,390,0.1,店舗
ORD-202609-01313,2026/09/12,大阪店,BG-003,2WAY BAG,BAG,BEIGE,M,1800,1350,1,1350,450,0.25,店舗
ORD-202609-01317,2026/09/12,表参道店,JK-001,TECH JACKET,JACKET,NAVY,S,4500,4500,2,9000,0,0.0,店舗
ORD-202609-01323,2026/09/12,新宿店,PT-002,WIDE PANTS,PANTS,NAVY,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01342,2026/09/12,大阪店,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2500,2,5000,0,0.0,店舗
ORD-202609-01386,2026/09/12,EC,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01404,2026/09/12,新宿店,AC-003,LEATHER BELT,ACCESSORY,WHITE,M,1000,850,2,1700,300,0.15,店舗
ORD-202609-01406,2026/09/12,新宿店,SH-004,COURT SNEAKER,SHOES,KHAKI,XL,3900,3900,1,3900,0,0.0,店舗
ORD-202609-01437,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,GRAY,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-01454,2026/09/12,EC,BG-002,SHOULDER BAG,BAG,BEIGE,S,3300,2640,2,5280,1320,0.2,オンライン
ORD-202609-01485,2026/09/12,EC,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,500,2,1000,0,0.0,オンライン
ORD-202609-01501,2026/09/12,EC,TP-004,DRY TEE,TOPS,BLACK,L,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-01517,2026/09/12,表参道店,TP-005,LINEN SHIRT,TOPS,NAVY,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01535,2026/09/12,新宿店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,4960,1,4960,1240,0.2,店舗
ORD-202609-01538,2026/09/12,大阪店,JK-003,QUILTED JACKET,JACKET,GRAY,L,5000,4500,1,4500,500,0.1,店舗
ORD-202609-01543,2026/09/12,新宿店,OT-003,MOD COAT,OUTER,BLACK,L,5200,5200,1,5200,0,0.0,店舗
ORD-202609-01556,2026/09/12,表参道店,AC-001,WOOL CAP,ACCESSORY,NAVY,S,500,500,1,500,0,0.0,店舗
ORD-202609-01560,2026/09/12,大阪店,JK-004,DENIM JACKET,JACKET,BLACK,L,5000,5000,1,5000,0,0.0,店舗
ORD-202609-01569,2026/09/12,表参道店,AC-001,WOOL CAP,ACCESSORY,KHAKI,XL,500,380,1,380,120,0.25,店舗
ORD-202609-01580,2026/09/12,EC,KN-001,WOOL KNIT,KNIT,NAVY,XL,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01587,2026/09/12,EC,PT-001,SLIM PANTS,PANTS,BLACK,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01672,2026/09/12,大阪店,BG-003,2WAY BAG,BAG,BEIGE,XL,1800,1800,2,3600,0,0.0,店舗
ORD-202609-01681,2026/09/12,表参道店,AC-002,SILK SCARF,ACCESSORY,WHITE,XL,1000,1000,2,2000,0,0.0,店舗
ORD-202609-01717,2026/09/12,EC,TP-005,LINEN SHIRT,TOPS,BEIGE,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-01724,2026/09/12,大阪店,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4500,2,9000,0,0.0,店舗
ORD-202609-01728,2026/09/12,表参道店,OT-001,WOOL COAT,OUTER,BEIGE,S,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01817,2026/09/12,新宿店,PT-002,WIDE PANTS,PANTS,BEIGE,L,1800,1530,1,1530,270,0.15,店舗
ORD-202609-01823,2026/09/12,EC,OT-001,WOOL COAT,OUTER,BLACK,L,6200,4650,1,4650,1550,0.25,オンライン
ORD-202609-01848,2026/09/12,新宿店,TP-003,BAND COLLAR SHIRT,TOPS,NAVY,S,1400,1120,1,1120,280,0.2,店舗
ORD-202609-01873,2026/09/12,大阪店,BG-001,TOTE BAG,BAG,BLACK,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01921,2026/09/12,大阪店,TP-005,LINEN SHIRT,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01949,2026/09/12,新宿店,OT-001,WOOL COAT,OUTER,GRAY,L,6200,6200,2,12400,0,0.0,店舗
ORD-202609-01953,2026/09/12,EC,JK-004,DENIM JACKET,JACKET,BLACK,M,5000,3500,1,3500,1500,0.3,オンライン
ORD-202609-01962,2026/09/12,表参道店,AC-001,WOOL CAP,ACCESSORY,GRAY,S,500,380,3,1140,360,0.25,店舗
ORD-202609-01995,2026/09/12,EC,PT-001,SLIM PANTS,PANTS,GRAY,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02026,2026/09/12,EC,PT-005,CHINO PANTS,PANTS,BLACK,XL,2300,2300,1,2300,0,0.0,オンライン
ORD-202609-02052,2026/09/12,新宿店,OT-004,STAND COAT,OUTER,GRAY,M,7200,6480,1,6480,720,0.1,店舗
ORD-202609-02077,2026/09/12,新宿店,TP-001,BASIC TEE,TOPS,GRAY,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02103,2026/09/12,表参道店,KN-001,WOOL KNIT,KNIT,BEIGE,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02142,2026/09/12,新宿店,TP-001,BASIC TEE,TOPS,BLACK,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02170,2026/09/12,大阪店,SH-002,SUEDE BOOTS,SHOES,WHITE,L,2400,1800,1,1800,600,0.25,店舗
ORD-202609-02197,2026/09/12,新宿店,KN-002,CABLE KNIT,KNIT,WHITE,M,2000,1500,1,1500,500,0.25,店舗
ORD-202609-02200,2026/09/12,EC,JK-001,TECH JACKET,JACKET,KHAKI,XL,4500,4500,3,13500,0,0.0,オンライン
ORD-202609-02201,2026/09/12,大阪店,AC-002,SILK SCARF,ACCESSORY,BLACK,S,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02216,2026/09/12,EC,PT-004,CARGO PANTS,PANTS,GRAY,M,2800,2100,1,2100,700,0.25,オンライン
ORD-202609-02221,2026/09/12,EC,KN-002,CABLE KNIT,KNIT,WHITE,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-02236,2026/09/12,表参道店,PT-001,SLIM PANTS,PANTS,BLACK,XL,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02256,2026/09/12,EC,KN-003,CREW KNIT,KNIT,BLACK,M,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-02267,2026/09/12,表参道店,TP-003,BAND COLLAR SHIRT,TOPS,NAVY,M,1400,1400,2,2800,0,0.0,店舗
ORD-202609-02283,2026/09/12,新宿店,SH-001,LOW SNEAKER,SHOES,GRAY,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02287,2026/09/12,EC,OT-001,WOOL COAT,OUTER,WHITE,XL,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-02333,2026/09/12,新宿店,AC-003,LEATHER BELT,ACCESSORY,GRAY,L,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02371,2026/09/12,EC,JK-001,TECH JACKET,JACKET,BEIGE,XL,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-02403,2026/09/12,表参道店,JK-001,TECH JACKET,JACKET,WHITE,S,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02411,2026/09/12,大阪店,JK-001,TECH JACKET,JACKET,KHAKI,M,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02456,2026/09/12,EC,BG-001,TOTE BAG,BAG,WHITE,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02470,2026/09/12,表参道店,TP-001,BASIC TEE,TOPS,GRAY,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02471,2026/09/12,表参道店,TP-002,OX SHIRT,TOPS,GRAY,M,900,900,1,900,0,0.0,店舗
ORD-202609-02500,2026/09/12,表参道店,OT-003,MOD COAT,OUTER,BLACK,L,5200,5200,2,10400,0,0.0,店舗
ORD-202609-02501,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,BEIGE,L,2400,2400,3,7200,0,0.0,オンライン
ORD-202609-02537,2026/09/12,EC,SH-003,CHUKKA BOOTS,SHOES,BLACK,M,3900,3900,1,3900,0,0.0,オンライン
ORD-202609-02579,2026/09/12,EC,JK-001,TECH JACKET,JACKET,KHAKI,M,4500,4500,2,9000,0,0.0,オンライン
ORD-202609-02600,2026/09/12,EC,BG-003,2WAY BAG,BAG,GRAY,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02605,2026/09/12,新宿店,KN-002,CABLE KNIT,KNIT,GRAY,L,2000,1800,2,3600,400,0.1,店舗
ORD-202609-02618,2026/09/12,EC,PT-003,TAPERED PANTS,PANTS,GRAY,M,2800,2380,1,2380,420,0.15,オンライン
ORD-202609-02627,2026/09/12,表参道店,TP-002,OX SHIRT,TOPS,BLACK,L,900,900,1,900,0,0.0,店舗
ORD-202609-02680,2026/09/12,新宿店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,500,1,500,0,0.0,店舗
ORD-202609-02681,2026/09/12,EC,TP-001,BASIC TEE,TOPS,WHITE,L,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02684,2026/09/12,EC,PT-001,SLIM PANTS,PANTS,NAVY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02740,2026/09/12,EC,JK-001,TECH JACKET,JACKET,BLACK,M,4500,3820,3,11460,2040,0.15,オンライン
ORD-202609-02767,2026/09/12,EC,BG-001,TOTE BAG,BAG,WHITE,M,1800,1260,1,1260,540,0.3,オンライン
ORD-202609-02768,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,BLACK,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02776,2026/09/12,EC,SH-004,COURT SNEAKER,SHOES,GRAY,L,3900,2920,1,2920,980,0.25,オンライン
ORD-202609-02777,2026/09/12,EC,JK-001,TECH JACKET,JACKET,GRAY,L,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-02804,2026/09/12,EC,OT-001,WOOL COAT,OUTER,BEIGE,S,6200,6200,2,12400,0,0.0,オンライン
ORD-202609-02825,2026/09/12,大阪店,OT-001,WOOL COAT,OUTER,BLACK,XL,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02832,2026/09/12,大阪店,OT-002,CHESTER COAT,OUTER,BLACK,M,6700,6700,1,6700,0,0.0,店舗
ORD-202609-02837,2026/09/12,新宿店,SH-002,SUEDE BOOTS,SHOES,GRAY,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02869,2026/09/12,大阪店,SH-001,LOW SNEAKER,SHOES,BEIGE,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02894,2026/09/12,表参道店,PT-001,SLIM PANTS,PANTS,BLACK,L,1800,1800,2,3600,0,0.0,店舗
ORD-202609-02907,2026/09/12,EC,PT-001,SLIM PANTS,PANTS,NAVY,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02909,2026/09/12,EC,OT-003,MOD COAT,OUTER,BEIGE,L,5200,5200,1,5200,0,0.0,オンライン
ORD-202609-02960,2026/09/12,EC,SH-001,LOW SNEAKER,SHOES,WHITE,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02967,2026/09/12,EC,AC-001,WOOL CAP,ACCESSORY,KHAKI,M,500,500,2,1000,0,0.0,オンライン
ORD-202609-02991,2026/09/12,大阪店,OT-002,CHESTER COAT,OUTER,NAVY,S,6700,5360,1,5360,1340,0.2,店舗
ORD-202609-00006,2026/09/13,EC,AC-003,LEATHER BELT,ACCESSORY,BLACK,L,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-00044,2026/09/13,新宿店,KN-002,CABLE KNIT,KNIT,WHITE,XL,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00047,2026/09/13,大阪店,TP-003,BAND COLLAR SHIRT,TOPS,BLACK,M,1400,1400,2,2800,0,0.0,店舗
ORD-202609-00051,2026/09/13,大阪店,SH-001,LOW SNEAKER,SHOES,NAVY,M,2400,2400,2,4800,0,0.0,店舗
ORD-202609-00068,2026/09/13,大阪店,OT-005,BALMACAAN COAT,OUTER,BEIGE,M,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00073,2026/09/13,表参道店,OT-003,MOD COAT,OUTER,WHITE,L,5200,5200,1,5200,0,0.0,店舗
ORD-202609-00106,2026/09/13,新宿店,PT-003,TAPERED PANTS,PANTS,KHAKI,S,2800,2800,1,2800,0,0.0,店舗
ORD-202609-00112,2026/09/13,大阪店,AC-003,LEATHER BELT,ACCESSORY,KHAKI,S,1000,1000,1,1000,0,0.0,店舗
ORD-202609-00210,2026/09/13,EC,KN-001,WOOL KNIT,KNIT,KHAKI,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-00253,2026/09/13,大阪店,JK-005,MDS JACKET,JACKET,GRAY,L,4000,4000,1,4000,0,0.0,店舗
ORD-202609-00271,2026/09/13,大阪店,SH-003,CHUKKA BOOTS,SHOES,NAVY,L,3900,3900,1,3900,0,0.0,店舗
ORD-202609-00299,2026/09/13,新宿店,SH-004,COURT SNEAKER,SHOES,WHITE,S,3900,3900,2,7800,0,0.0,店舗
ORD-202609-00305,2026/09/13,表参道店,TP-001,BASIC TEE,TOPS,KHAKI,M,1400,1190,1,1190,210,0.15,店舗
ORD-202609-00335,2026/09/13,表参道店,PT-003,TAPERED PANTS,PANTS,BLACK,M,2800,2800,1,2800,0,0.0,店舗
ORD-202609-00339,2026/09/13,EC,AC-005,TOTE CHARM,ACCESSORY,GRAY,M,1000,1000,1,1000,0,0.0,オンライン
